iter	Logloss
1511	0.08632393138
1512	0.08611061418
1513	0.08599030212
1514	0.0859432084
1515	0.08587439025
1516	0.0858254151
1517	0.08576785169
1518	0.08568415095
1519	0.08560728873
1520	0.08559127823
1521	0.08551471914
1522	0.08547593976
1523	0.08543542931
1524	0.08532260695
1525	0.08530133704
1526	0.0851892815
1527	0.08518327562
1528	0.08511152765
1529	0.0850790387
1530	0.08507121827
1531	0.08505546588
1532	0.08505319536
1533	0.08499955354
1534	0.08497065717
1535	0.08496979746
1536	0.08495580902
1537	0.08483342729
1538	0.08476453544
1539	0.08473543379
1540	0.08468959257
1541	0.084600669
1542	0.08455361944
1543	0.08453853373
1544	0.0844913911
1545	0.08443763986
1546	0.08437878315
1547	0.0842984976
1548	0.08429776215
1549	0.08428056228
1550	0.08424660926
1551	0.08409041422
1552	0.08400782151
1553	0.08400045739
1554	0.08392771722
1555	0.08388814394
1556	0.08388317286
1557	0.08376175484
1558	0.08368294407
1559	0.08353787191
1560	0.0834828406
1561	0.08327687252
1562	0.08326530175
1563	0.08323907167
1564	0.08316535549
1565	0.08309466951
1566	0.08306945665
1567	0.08295409779
1568	0.0829326014
1569	0.08291775143
1570	0.08291000979
1571	0.08287182809
1572	0.08279805994
1573	0.08269457763
1574	0.08264403569
1575	0.08263649937
1576	0.08251062806
1577	0.08239711558
1578	0.08227999776
1579	0.08219881854
1580	0.08212997897
1581	0.08211878089
1582	0.08201175895
1583	0.08189877172
1584	0.08185858755
1585	0.08179346972
1586	0.08169887829
1587	0.08166438166
1588	0.08156485757
1589	0.08156322859
1590	0.08150264842
1591	0.08150020399
1592	0.08141006273
1593	0.08132198102
1594	0.08132122353
1595	0.08119427483
1596	0.08112486432
1597	0.0810695096
1598	0.08097582977
1599	0.08092586902
1600	0.08083011508
1601	0.08082713115
1602	0.08075239859
1603	0.08064124436
1604	0.08057643415
1605	0.08055936957
1606	0.08045066202
1607	0.08043768883
1608	0.08043431014
1609	0.08029877599
1610	0.08025201644
1611	0.0802305703
1612	0.08014229039
1613	0.08013187953
1614	0.07988747308
1615	0.07977878073
1616	0.07977815883
1617	0.07974786509
1618	0.07973158964
1619	0.07970622642
1620	0.07963467919
1621	0.07956766252
1622	0.07956044347
1623	0.07947485904
1624	0.07937341581
1625	0.07931210129
1626	0.07919720605
1627	0.07898439202
1628	0.07891970621
1629	0.07878952148
1630	0.07875848612
1631	0.0786810141
1632	0.07863821164
1633	0.07859723259
1634	0.07857013112
1635	0.07851496309
1636	0.07841070558
1637	0.07836272269
1638	0.07825613956
1639	0.0781966217
1640	0.0781959501
1641	0.07818307459
1642	0.07816165396
1643	0.07811080975
1644	0.07808279165
1645	0.07804129767
1646	0.07788614388
1647	0.0778105417
1648	0.07778546321
1649	0.07776713701
1650	0.07776659337
1651	0.07776565021
1652	0.07774999948
1653	0.07774167717
1654	0.07770329157
1655	0.07766664847
1656	0.07765296977
1657	0.07762962824
1658	0.07757948064
1659	0.07745177737
1660	0.0774212852
1661	0.07741395989
1662	0.07735672863
1663	0.07734575991
1664	0.07732608384
1665	0.07729950665
1666	0.07717431553
1667	0.07710433256
1668	0.07703237765
1669	0.07700766268
1670	0.07700241771
1671	0.07698100938
1672	0.07686118374
1673	0.07676862683
1674	0.07669321602
1675	0.07668239982
1676	0.07663443066
1677	0.07663091387
1678	0.07656555651
1679	0.07651901133
1680	0.07647244625
1681	0.07638128
1682	0.07627070965
1683	0.07623113507
1684	0.07620750122
1685	0.07615727868
1686	0.07614047996
1687	0.07606265352
1688	0.07605624109
1689	0.07592974096
1690	0.07588295298
1691	0.07580357237
1692	0.07572651662
1693	0.07570766069
1694	0.07561053567
1695	0.07553532622
1696	0.07548362
1697	0.07546364752
1698	0.07542206629
1699	0.07540153027
1700	0.07534151049
1701	0.07531294323
1702	0.07527507118
1703	0.07524606287
1704	0.0752028064
1705	0.07511704164
1706	0.07508901623
1707	0.07506868782
1708	0.07505676819
1709	0.0750299485
1710	0.07496717549
1711	0.07491635386
1712	0.07490411072
1713	0.07478071921
1714	0.07473698124
1715	0.07471211915
1716	0.07462949963
1717	0.07461307743
1718	0.07454414985
1719	0.07449282481
1720	0.07442529838
1721	0.07441198724
1722	0.07439630703
1723	0.07436796338
1724	0.07419828598
1725	0.07415590533
1726	0.07412104248
1727	0.07408830174
1728	0.07398072638
1729	0.0739358969
1730	0.07392752933
1731	0.07388716231
1732	0.07384876952
1733	0.073813667
1734	0.07371342983
1735	0.07363403103
1736	0.07363080463
1737	0.07354008098
1738	0.07352465717
1739	0.07347435151
1740	0.07341906304
1741	0.07335760957
1742	0.07322381794
1743	0.07311741414
1744	0.07305804333
1745	0.07302074781
1746	0.07299381595
1747	0.07298559626
1748	0.07289740571
1749	0.07287614778
1750	0.07275325122
1751	0.07267617299
1752	0.07266128821
1753	0.07260783347
1754	0.07256835554
1755	0.07253361592
1756	0.07250742171
1757	0.0724818681
1758	0.0724212477
1759	0.07239764457
1760	0.07233956042
1761	0.07226984974
1762	0.07225259528
1763	0.07215300414
1764	0.07201292514
1765	0.07198711993
1766	0.07193796977
1767	0.07189481931
1768	0.071834305
1769	0.07178210681
1770	0.07171473723
1771	0.07164176994
1772	0.07162541487
1773	0.07155465535
1774	0.07153400865
1775	0.0714134747
1776	0.07140423508
1777	0.07132107557
1778	0.07129581261
1779	0.07129224738
1780	0.07123589709
1781	0.07114912356
1782	0.07108085039
1783	0.07104149564
1784	0.07101550465
1785	0.0710011383
1786	0.07098436116
1787	0.07088959519
1788	0.07088591417
1789	0.07087270725
1790	0.07086379808
1791	0.07082773961
1792	0.07077583707
1793	0.07077361569
1794	0.07075702959
1795	0.07071858457
1796	0.07067826932
1797	0.07063692226
1798	0.07054996841
1799	0.07047680778
1800	0.07040592989
1801	0.07034989364
1802	0.07027170525
1803	0.07025486504
1804	0.07019909337
1805	0.07015005374
1806	0.06999815236
1807	0.06997755385
1808	0.06992717577
1809	0.06990981385
1810	0.06976745223
1811	0.069655118
1812	0.06956994852
1813	0.06951300126
1814	0.06940659818
1815	0.06937802521
1816	0.06927238021
1817	0.06922424506
1818	0.06911477673
1819	0.06908014686
1820	0.06902692731
1821	0.06897300124
1822	0.0689542129
1823	0.06894002827
1824	0.06889269434
1825	0.06888090893
1826	0.06883607631
1827	0.0687014913
1828	0.06866033613
1829	0.06858868899
1830	0.06855136712
1831	0.06854904509
1832	0.06848209521
1833	0.0684454411
1834	0.06838557118
1835	0.06824917263
1836	0.06823876698
1837	0.06812070146
1838	0.06804825306
1839	0.06801941388
1840	0.06795404011
1841	0.06790470755
1842	0.06784680121
1843	0.06783136894
1844	0.06776575858
1845	0.0677265494
1846	0.06768092963
1847	0.06762486209
1848	0.0675918736
1849	0.06748568262
1850	0.06746007033
1851	0.06741769589
1852	0.06739846458
1853	0.06731302834
1854	0.067240635
1855	0.06712430059
1856	0.06704018494
1857	0.06703161505
1858	0.06700166299
1859	0.06691228624
1860	0.06686814531
1861	0.06685642271
1862	0.06685350415
1863	0.06679463
1864	0.06676434484
1865	0.06673216189
1866	0.06671821585
1867	0.06669447175
1868	0.06662064779
1869	0.06661842588
1870	0.06652555171
1871	0.06651530478
1872	0.066489356
1873	0.06635499399
1874	0.06634535575
1875	0.06625969037
1876	0.06624023425
1877	0.06615296742
1878	0.06611882874
1879	0.06607556266
1880	0.06600350185
1881	0.06598450704
1882	0.06596758907
1883	0.06591640878
1884	0.06583120498
1885	0.06581898667
1886	0.06577763768
1887	0.06571044089
1888	0.06566300752
1889	0.06561361432
1890	0.06555021625
1891	0.06552987928
1892	0.06547406375
1893	0.06547149762
1894	0.06542299013
1895	0.065362374
1896	0.06534953745
1897	0.06533708998
1898	0.06530160864
1899	0.0652390726
1900	0.06509391406
1901	0.06500987556
1902	0.0649823208
1903	0.0649736122
1904	0.06491169127
1905	0.06489564255
1906	0.0647958453
1907	0.0647846874
1908	0.06473892294
1909	0.06467187037
1910	0.06462979368
1911	0.06458697347
1912	0.0645636977
1913	0.06451675857
1914	0.06450223063
1915	0.06448947393
1916	0.06447646055
1917	0.06447145631
1918	0.06444527713
1919	0.06444236667
1920	0.06429475697
1921	0.06423260565
1922	0.06416532055
1923	0.06413830405
1924	0.06411665562
1925	0.06402795176
1926	0.06399711929
1927	0.06391130979
1928	0.06390666022
1929	0.06388411473
1930	0.06385800223
1931	0.06382389161
1932	0.06379462699
1933	0.06375544902
1934	0.06375270403
1935	0.0636869616
1936	0.06364245835
1937	0.06363618666
1938	0.06363167571
1939	0.06361468865
1940	0.06350350245
1941	0.06341562045
1942	0.06340640408
1943	0.06336564692
1944	0.06331746322
1945	0.06320528944
1946	0.06318523907
1947	0.06314244314
1948	0.06310367622
1949	0.06299032636
1950	0.06298430533
1951	0.06297806112
1952	0.06296301804
1953	0.06286666911
1954	0.06279846522
1955	0.06278030004
1956	0.06271708851
1957	0.06270788487
1958	0.06266556431
1959	0.06261907505
1960	0.06255897716
1961	0.06252922033
1962	0.06251801919
1963	0.06248033667
1964	0.06236199993
1965	0.06226766924
1966	0.06221999022
1967	0.06217478742
1968	0.06215529647
1969	0.0621389552
1970	0.06207766918
1971	0.06204306322
1972	0.06199554249
1973	0.06197127914
1974	0.06195911286
1975	0.06193890993
1976	0.06191418456
1977	0.06188500699
1978	0.06186757062
1979	0.06186582966
1980	0.06183481707
1981	0.06182076985
1982	0.06180003779
1983	0.06176021804
1984	0.06173142502
1985	0.06170283442
1986	0.06166814721
1987	0.06162005412
1988	0.06157622389
1989	0.06156446166
1990	0.06148737401
1991	0.06148297668
1992	0.06147378479
1993	0.0614346325
1994	0.06142622526
1995	0.06139855421
1996	0.06136365179
1997	0.06129793043
1998	0.06127231554
1999	0.06126745591
2000	0.06120954723
2001	0.06119143586
2002	0.06118960184
2003	0.0611814714
2004	0.06114804568
2005	0.0610966165
2006	0.06107703912
2007	0.06101175673
2008	0.06099693824
2009	0.06095837111
2010	0.06092411596
2011	0.06091442387
2012	0.06090307411
2013	0.06087584995
2014	0.06082349018
2015	0.06067089439
2016	0.06059191085
2017	0.06056560681
2018	0.06046204704
2019	0.06045504376
2020	0.06043481431
2021	0.06041312507
2022	0.06041069439
2023	0.06038781247
2024	0.06035049302
2025	0.06032310709
2026	0.06027683507
2027	0.06026301855
2028	0.06024210221
2029	0.06022948924
2030	0.06022619413
2031	0.06021160543
2032	0.06017104577
2033	0.06012816133
2034	0.06010138355
2035	0.0600843109
2036	0.06006515466
2037	0.06005142282
2038	0.06004211484
2039	0.06003197634
2040	0.0600263635
2041	0.05989097578
2042	0.05986077841
2043	0.05981666788
2044	0.05979078947
2045	0.05969970593
2046	0.05969007789
2047	0.05968585956
2048	0.05967023471
2049	0.05961412504
2050	0.05957078228
2051	0.05952713854
2052	0.05950832979
2053	0.05943975756
2054	0.05937652975
2055	0.05926394437
2056	0.05925677538
2057	0.05922660665
2058	0.0591704302
2059	0.05915798561
2060	0.0591273776
2061	0.05911585919
2062	0.05901705579
2063	0.05899981638
2064	0.05891258338
2065	0.05889672017
2066	0.05889129603
2067	0.05871180198
2068	0.05869038554
2069	0.05866427454
2070	0.05862732896
2071	0.05860330292
2072	0.05855872744
2073	0.05855218644
2074	0.0584774773
2075	0.05845483162
2076	0.05837152846
2077	0.05835512294
2078	0.05834528557
2079	0.05824246242
2080	0.05818236111
2081	0.05814413501
2082	0.05812467777
2083	0.0580808484
2084	0.05805160966
2085	0.05804296733
2086	0.05803456491
2087	0.05795989838
2088	0.05794415106
2089	0.05793213565
2090	0.05793105247
2091	0.05787947051
2092	0.05787021685
2093	0.05784940655
2094	0.05782366236
2095	0.05776656992
2096	0.05771951033
2097	0.05769144522
2098	0.0576731274
2099	0.05758793926
2100	0.05756809237
2101	0.0574740105
2102	0.05746161638
2103	0.05745498864
2104	0.05743355493
2105	0.05741515776
2106	0.05739431411
2107	0.05739016802
2108	0.05736665754
2109	0.05736010563
2110	0.05731798509
2111	0.05725950834
2112	0.05720905885
2113	0.05717355159
2114	0.05713094615
2115	0.05705033024
2116	0.05701592735
2117	0.0569862588
2118	0.05697062441
2119	0.05696109266
2120	0.05695953245
2121	0.05691506031
2122	0.05687678285
2123	0.05685596863
2124	0.0568210512
2125	0.0568017836
2126	0.05674466719
2127	0.0567237525
2128	0.05671982154
2129	0.05667581011
2130	0.05664537967
2131	0.05661701478
2132	0.05660742367
2133	0.0565446059
2134	0.05653929088
2135	0.05652013445
2136	0.05651307442
2137	0.05646915407
2138	0.0563926939
2139	0.05638511399
2140	0.056345064
2141	0.0563283721
2142	0.05632311081
2143	0.05627360122
2144	0.05619628326
2145	0.05612829165
2146	0.05608000657
2147	0.05600777753
2148	0.05592038342
2149	0.0558731884
2150	0.05583990919
2151	0.05579947032
2152	0.05570123973
2153	0.05562718323
2154	0.05553137385
2155	0.05546628019
2156	0.05545485077
2157	0.05541099997
2158	0.05537475564
2159	0.05533733508
2160	0.05529661837
2161	0.05527167308
2162	0.05525718582
2163	0.05523900344
2164	0.05522465416
2165	0.05517830582
2166	0.05511673811
2167	0.05510309347
2168	0.05505476897
2169	0.05500664067
2170	0.05493482147
2171	0.05491371598
2172	0.05485808027
2173	0.0548244999
2174	0.05473771925
2175	0.05470506216
2176	0.05466724137
2177	0.05466233653
2178	0.05465554684
2179	0.05463783464
2180	0.0546159452
2181	0.05459352121
2182	0.05459162296
2183	0.05451786605
2184	0.05447286513
2185	0.05446423201
2186	0.0544382312
2187	0.05442244214
2188	0.05440864737
2189	0.05440448354
2190	0.05439965032
2191	0.05437804223
2192	0.05434657276
2193	0.05431968094
2194	0.05422575454
2195	0.05418088545
2196	0.05417938435
2197	0.0541624426
2198	0.05415178163
2199	0.05411794339
2200	0.05406766015
2201	0.0539999921
2202	0.0539767761
2203	0.05396823727
2204	0.05394893408
2205	0.05394198291
2206	0.05394094307
2207	0.05393760383
2208	0.05389903237
2209	0.0538485948
2210	0.05383144767
2211	0.0538146108
2212	0.05381330289
2213	0.05380625096
2214	0.05372668063
2215	0.05369050117
2216	0.05368795232
2217	0.05366014986
2218	0.05364061431
2219	0.05363180162
2220	0.05359240219
2221	0.05353039585
2222	0.05351235337
2223	0.05344200981
2224	0.05343951585
2225	0.05343577148
2226	0.05341954942
2227	0.05336897545
2228	0.05335871383
2229	0.05335468032
2230	0.05332145418
2231	0.053285719
2232	0.05323064449
2233	0.05322512123
2234	0.05316407913
2235	0.05315521117
2236	0.05307823814
2237	0.05305021698
2238	0.05299987752
2239	0.05298163221
2240	0.05293121042
2241	0.05292489207
2242	0.05291625158
2243	0.05287052427
2244	0.05284645976
2245	0.05284471912
2246	0.05281429464
2247	0.05278503979
2248	0.05271472504
2249	0.05270860073
2250	0.05265722275
2251	0.05264675213
2252	0.05261539394
2253	0.05260875183
2254	0.05256822729
2255	0.05252533654
2256	0.05252005155
2257	0.05249855446
2258	0.05245907543
2259	0.05243630402
2260	0.05242604491
2261	0.05240445586
2262	0.05237964898
2263	0.0523327887
2264	0.05229960103
2265	0.05228382202
2266	0.05221477943
2267	0.05217635375
2268	0.05216424352
2269	0.05214986026
2270	0.05209230779
2271	0.05209054389
2272	0.05203293002
2273	0.05202787998
2274	0.05197305725
2275	0.05189772284
2276	0.05189149583
2277	0.0518602082
2278	0.05170079432
2279	0.05168646031
2280	0.05164234044
2281	0.05163410322
2282	0.05160889292
2283	0.05160269213
2284	0.05156399071
2285	0.05156242992
2286	0.05144947662
2287	0.0514061164
2288	0.05140029872
2289	0.05138750017
2290	0.05136734013
2291	0.05134687177
2292	0.05132975149
2293	0.05130026886
2294	0.05127237869
2295	0.05118828619
2296	0.05116180471
2297	0.0511525434
2298	0.05112828366
2299	0.05112294913
2300	0.05109287327
2301	0.05108869462
2302	0.05107662512
2303	0.05104223118
2304	0.05100407186
2305	0.05099880691
2306	0.05093759171
2307	0.05093486229
2308	0.05092360982
2309	0.05089491125
2310	0.05088199285
2311	0.05086777997
2312	0.05086355013
2313	0.05078808423
2314	0.05077929263
2315	0.05075589851
2316	0.05071074718
2317	0.05063775931
2318	0.05057263939
2319	0.0505621923
2320	0.05055983475
2321	0.05054359486
2322	0.05052977089
2323	0.05052329271
2324	0.05050743548
2325	0.05050350602
2326	0.05049548308
2327	0.0504871363
2328	0.0504511168
2329	0.05043621272
2330	0.0504284133
2331	0.05038390114
2332	0.05032679902
2333	0.05023998425
2334	0.05021874488
2335	0.05021462251
2336	0.05015569098
2337	0.05011965507
2338	0.05011507823
2339	0.05009814008
2340	0.05008831781
2341	0.05006253619
2342	0.05003171721
2343	0.05001996609
2344	0.04999414218
2345	0.04999241147
2346	0.04997868406
2347	0.0499501075
2348	0.0499454346
2349	0.04991554902
2350	0.04986658553
2351	0.0498430674
2352	0.04982755639
2353	0.04982008424
2354	0.04980332012
2355	0.04970668116
2356	0.04968690997
2357	0.04968212958
2358	0.04960486694
2359	0.04959482372
2360	0.04957926006
2361	0.04954773204
2362	0.04950928148
2363	0.04948314179
2364	0.0494451763
2365	0.0493833157
2366	0.04936934141
2367	0.04934706541
2368	0.04932544725
2369	0.04931866283
2370	0.04931048261
2371	0.04929533742
2372	0.04923504642
2373	0.04922622764
2374	0.04917371196
2375	0.0491632883
2376	0.0491481489
2377	0.04911591398
2378	0.04909706092
2379	0.04909094351
2380	0.04906535162
2381	0.04905110799
2382	0.04903213538
2383	0.04902630408
2384	0.04896623465
2385	0.04895884265
2386	0.04891661889
2387	0.04890040161
2388	0.04889489812
2389	0.04885407114
2390	0.04883299452
2391	0.04882522048
2392	0.04878517471
2393	0.048756471
2394	0.04875221824
2395	0.04873016661
2396	0.04871128296
2397	0.04865560475
2398	0.04861251143
2399	0.04859024507
2400	0.04854448521
2401	0.04852668585
2402	0.04850472887
2403	0.04845995793
2404	0.04843848965
2405	0.04842828732
2406	0.04842241975
2407	0.04840743312
2408	0.04840674404
2409	0.04840320683
2410	0.04834885044
2411	0.04834713708
2412	0.04834100237
2413	0.04829744125
2414	0.04827369929
2415	0.04824785602
2416	0.04824555623
2417	0.04821930436
2418	0.04819688208
2419	0.04815875633
2420	0.04812487944
2421	0.04808301468
2422	0.04808103262
2423	0.04804111204
2424	0.04803659938
2425	0.04802760725
2426	0.04802192708
2427	0.04798551673
2428	0.04797285611
2429	0.04795781723
2430	0.0479129115
2431	0.04787839863
2432	0.04785886283
2433	0.04784812823
2434	0.04783205278
2435	0.0478233759
2436	0.04777659669
2437	0.04775881529
2438	0.04772992873
2439	0.0477247955
2440	0.04771395725
2441	0.04768670992
2442	0.04768290838
2443	0.04767057605
2444	0.04764697736
2445	0.04762835134
2446	0.04762005962
2447	0.04761706486
2448	0.04761422737
2449	0.04759348932
2450	0.04753616888
2451	0.04753425308
2452	0.04750217377
2453	0.04748718159
2454	0.04745162325
2455	0.04742718965
2456	0.04741103913
2457	0.04734966592
2458	0.04729726738
2459	0.04726888958
2460	0.04725639
2461	0.04723718341
2462	0.04721446606
2463	0.04720899421
2464	0.04718479442
2465	0.04714599561
2466	0.04709002387
2467	0.04708064152
2468	0.04707877749
2469	0.04702336021
2470	0.04701053689
2471	0.04697639881
2472	0.04696401247
2473	0.04694119093
2474	0.04691879664
2475	0.04689861646
2476	0.04685662164
2477	0.04685192317
2478	0.04682776009
2479	0.04681170423
2480	0.04680709013
2481	0.04680425448
2482	0.04679383022
2483	0.04677765966
2484	0.04674445072
2485	0.04670139662
2486	0.04666902693
2487	0.04664123448
2488	0.04663490686
2489	0.04661509819
2490	0.04656870514
2491	0.0465573423
2492	0.0465051849
2493	0.04645507643
2494	0.04642562615
2495	0.04638527908
2496	0.04637433136
2497	0.04634730715
2498	0.04629026399
2499	0.04623063141
2500	0.04621178426
2501	0.04618483441
2502	0.04615693304
2503	0.04615276533
2504	0.04611912698
2505	0.04611319626
2506	0.04609247745
2507	0.04609115856
2508	0.04606478558
2509	0.04601269604
2510	0.04600956783
2511	0.04597275826
2512	0.04596431003
2513	0.04595769608
2514	0.04594517822
2515	0.04592398622
2516	0.04590400169
2517	0.04588766538
2518	0.04586536994
2519	0.04583435715
2520	0.04581025672
2521	0.0457890906
2522	0.04578013269
2523	0.04575342197
2524	0.04571502869
2525	0.04569563574
2526	0.04566712617
2527	0.04566056676
2528	0.04564591018
2529	0.04564502807
2530	0.04558793105
2531	0.04558238804
2532	0.0455220448
2533	0.04549001422
2534	0.04548061557
2535	0.04544221231
2536	0.04542894802
2537	0.04541207736
2538	0.04540180347
2539	0.0454005446
2540	0.04538809928
2541	0.04538249127
2542	0.04537894797
2543	0.04531287326
2544	0.04531001186
2545	0.04530281227
2546	0.04529096182
2547	0.0452484997
2548	0.04523538793
2549	0.04522951907
2550	0.04519905887
2551	0.04515002209
2552	0.04513688373
2553	0.04510051869
2554	0.04506461867
2555	0.04504925953
2556	0.04504003356
2557	0.04501454962
2558	0.04494321946
2559	0.04493859532
2560	0.04492625681
2561	0.04492395048
2562	0.04488967029
2563	0.04483920355
2564	0.04479786171
2565	0.04479625165
2566	0.04476071218
2567	0.0447356398
2568	0.04471141969
2569	0.0446685247
2570	0.04461761587
2571	0.04460183311
2572	0.0445441065
2573	0.04451902579
2574	0.04450680451
2575	0.0444880626
2576	0.044482389
2577	0.04445366534
2578	0.04443513899
2579	0.04442166356
2580	0.04441677535
2581	0.04438859685
2582	0.04437983048
2583	0.04433588851
2584	0.04432520512
2585	0.04427960064
