iter	Logloss
219	0.3088058266
220	0.3084538383
221	0.3080707088
222	0.3074668663
223	0.3072320672
224	0.3069558668
225	0.3065157952
226	0.3061596015
227	0.3061378644
228	0.3057139914
229	0.3054611285
230	0.3049067753
231	0.3044672972
232	0.3040107513
233	0.3037203434
234	0.3035259449
235	0.3031845059
236	0.3028992301
237	0.3027745751
238	0.3020776979
239	0.3015635285
240	0.3008901704
241	0.3008623886
242	0.3006567187
243	0.3005687889
244	0.3001919377
245	0.2998920057
246	0.2994837671
247	0.298370716
248	0.2977805053
249	0.2977175699
250	0.297253023
251	0.2968547515
252	0.2965854521
253	0.2964178008
254	0.2956894424
255	0.2951113244
256	0.2944584041
257	0.2943704757
258	0.2938804654
259	0.293694166
260	0.2934606404
261	0.2932267265
262	0.292525327
263	0.2916963644
264	0.2913222675
265	0.2909828297
266	0.2909642212
267	0.2902439044
268	0.2900779082
269	0.2895496123
270	0.2893426678
271	0.2888391987
272	0.2885853711
273	0.2884148525
274	0.2879165997
275	0.2877297296
276	0.2871607255
277	0.2862962276
278	0.2857005638
279	0.2852383301
280	0.2842037144
281	0.2840461394
282	0.2837762863
283	0.2832259023
284	0.2830023132
285	0.2824735916
286	0.2823662341
287	0.2820269432
288	0.2817506517
289	0.2813703055
290	0.2813551296
291	0.2809415776
292	0.2805263834
293	0.2802752693
294	0.2800578818
295	0.2794743294
296	0.2790680227
297	0.2782718325
298	0.2778969934
299	0.2776450384
300	0.2774939763
301	0.2773606145
302	0.2768053481
303	0.2762947128
304	0.2760908852
305	0.2756936774
306	0.2754141409
307	0.2751430427
308	0.274534799
309	0.2742561232
310	0.2740651384
311	0.2734943032
312	0.2731610598
313	0.2731609471
314	0.2728705971
315	0.272459182
316	0.2723816612
317	0.2721708171
318	0.2717281402
319	0.2707682251
320	0.2703172836
321	0.2701370716
322	0.270136936
323	0.2699668815
324	0.2696616607
325	0.2695497973
326	0.2694169318
327	0.2689043408
328	0.2686178682
329	0.268247886
330	0.2681558084
331	0.2678979871
332	0.2676956805
333	0.2672809973
334	0.2669677011
335	0.2669194304
336	0.2667016025
337	0.2663771183
338	0.2661600511
339	0.2657819542
340	0.2653832157
341	0.2650855389
342	0.2645157173
343	0.2643540188
344	0.2642922873
345	0.2639401494
346	0.263740396
347	0.2633901699
348	0.2630510616
349	0.2628590804
350	0.2626022602
351	0.2614853642
352	0.260567211
353	0.2604221394
354	0.2601969643
355	0.2600751456
356	0.2593849163
357	0.2592515949
358	0.2592048738
359	0.2587801366
360	0.2586850232
361	0.2583387243
362	0.2581255973
363	0.2579785369
364	0.2578528978
365	0.2577323584
366	0.2574596259
367	0.2572505297
368	0.2571623529
369	0.2567823396
370	0.2566122165
371	0.2564488988
372	0.2559854265
373	0.2559005324
374	0.2558850087
375	0.2556356944
376	0.254980781
377	0.254742986
378	0.2545770635
379	0.2538466639
380	0.2537174791
381	0.2534425169
382	0.2528542362
383	0.2525324319
384	0.252190837
385	0.2521635855
386	0.2511011969
387	0.251018976
388	0.2506906828
389	0.2501553996
390	0.2500412947
391	0.2495889914
392	0.2493010013
393	0.2492404131
394	0.2489147407
395	0.2483958021
396	0.2480540133
397	0.2477808425
398	0.2476033523
399	0.2471249864
400	0.2469410305
401	0.2469110757
402	0.2466428044
403	0.2464705535
404	0.246023277
405	0.2455433184
406	0.2451894847
407	0.2451777415
408	0.2447203167
409	0.2443358121
410	0.243846864
411	0.2435055178
412	0.2430176393
413	0.2428239676
414	0.2427205691
415	0.2422736249
416	0.2417436791
417	0.2415775471
418	0.2414313153
419	0.2411309355
420	0.2408668916
421	0.2403848287
422	0.240113924
423	0.2391747371
424	0.2390420367
425	0.2386543835
426	0.2381366593
427	0.2380030774
428	0.2376373185
429	0.237474164
430	0.2365536299
431	0.2361915574
432	0.2358110354
433	0.235443397
434	0.2352717324
435	0.2350410341
436	0.234947876
437	0.2348322166
438	0.2343780283
439	0.2342627953
440	0.2339395634
441	0.233531937
442	0.2332734528
443	0.2332639611
444	0.2330464137
445	0.2323314268
446	0.2319141473
447	0.2317255307
448	0.2315465333
449	0.2312163976
450	0.2309826104
451	0.2307436494
452	0.2301997692
453	0.2296598428
454	0.229513001
455	0.2290304362
456	0.2285979192
457	0.2284497777
458	0.2282735724
459	0.2282417198
460	0.227850368
461	0.2275233937
462	0.2271759681
463	0.2268529191
464	0.2266444711
465	0.2263532431
466	0.2258972299
467	0.2257698173
468	0.2255641172
469	0.2254577442
470	0.2253961202
471	0.225077054
472	0.2248958409
473	0.2245703334
474	0.2245237978
475	0.2243162782
476	0.2242450758
477	0.2239320102
478	0.2231969578
479	0.2229671982
480	0.2227573078
481	0.2226458293
482	0.2224359662
483	0.2223639307
484	0.2220436596
485	0.2219636044
486	0.2218508923
487	0.2216084033
488	0.2214927322
489	0.2213434341
490	0.2212293394
491	0.2208530727
492	0.220351612
493	0.2201285791
494	0.2199742834
495	0.2192406386
496	0.2190199228
497	0.2188764835
498	0.2187991258
499	0.218534237
500	0.2180630856
501	0.2174938031
502	0.2174069453
503	0.2172255859
504	0.2172035031
505	0.2171420297
506	0.2170024902
507	0.2165946724
508	0.2164091774
509	0.2162930834
510	0.2159623903
511	0.2158059395
512	0.2151213018
513	0.2148180095
514	0.214416399
515	0.2140206316
516	0.2138054445
517	0.213701385
518	0.2134347394
519	0.2130299104
520	0.2128218562
521	0.2124181457
522	0.2122042464
523	0.2120806775
524	0.2119184854
525	0.2117064679
526	0.211342262
527	0.2111028849
528	0.210828519
529	0.2106203915
530	0.2099676508
531	0.2098704918
532	0.2097642191
533	0.2096920585
534	0.2091680362
535	0.209134887
536	0.2086277432
537	0.2082513368
538	0.2080992154
539	0.2078013949
540	0.2074548159
541	0.2072683368
542	0.2071165159
543	0.206819768
544	0.2064678649
545	0.2057911824
546	0.2049081486
547	0.2046462434
548	0.2041065936
549	0.2038104667
550	0.2033570332
551	0.203297443
552	0.2031991163
553	0.2028795516
554	0.202490639
555	0.2024193745
556	0.2020891211
557	0.2019769927
558	0.2017894438
559	0.2016964772
560	0.2016276872
561	0.2013345862
562	0.2011821776
563	0.201094424
564	0.2007287535
565	0.2006332532
566	0.2002371459
567	0.1999107091
568	0.1997128974
569	0.1992391915
570	0.1989195409
571	0.1986895599
572	0.198472535
573	0.1982609084
574	0.1980904547
575	0.1979803145
576	0.1973574734
577	0.1971327632
578	0.1970050131
579	0.196821617
580	0.1964826578
581	0.1964075357
582	0.1963767894
583	0.1961950831
584	0.1960230077
585	0.195853924
586	0.1956760483
587	0.19556603
588	0.1953135006
589	0.1950658839
590	0.1950122571
591	0.1949233297
592	0.1945788112
593	0.1943970716
594	0.1940569191
595	0.1938791613
596	0.1937143366
597	0.1935569451
598	0.1933942763
599	0.1933067915
600	0.1931248004
601	0.1930022529
602	0.1927508527
603	0.1926925533
604	0.1925814034
605	0.1923242506
606	0.1921663986
607	0.1920262758
608	0.1919618018
609	0.1916554472
610	0.1915991315
611	0.191244314
612	0.1909787252
613	0.190854964
614	0.1907098748
615	0.1905630727
616	0.1904411401
617	0.1902421559
618	0.1899402892
619	0.1897681501
620	0.1895394973
621	0.1892610087
622	0.1890822821
623	0.1889731501
624	0.1888962941
625	0.1886902157
626	0.1886746162
627	0.1882910435
628	0.1881202061
629	0.1879138001
630	0.1877751149
631	0.187695617
632	0.1874563324
633	0.1871558799
634	0.1870045925
635	0.1865694603
636	0.1864638843
637	0.1861159304
638	0.1858475949
639	0.1855962772
640	0.1854754763
641	0.1853154725
642	0.1849751229
643	0.1847019256
644	0.1846062727
645	0.184550923
646	0.1842478297
647	0.1840886343
648	0.1836459217
649	0.183358401
650	0.1828966414
651	0.182687287
652	0.1825451509
653	0.1822495795
654	0.1820758857
655	0.1819827694
656	0.1817966409
657	0.1816423774
658	0.1815255117
659	0.1813211944
660	0.1812170896
661	0.1810172147
662	0.1807565344
663	0.1806876686
664	0.1806158164
665	0.1804089843
666	0.1802682935
667	0.1801404649
668	0.1800346564
669	0.179965079
670	0.1796714085
671	0.1795726136
672	0.1793681178
673	0.1791159112
674	0.1790324975
675	0.1789706635
676	0.1788912917
677	0.1786444458
678	0.1785181394
679	0.178132046
680	0.1779623784
681	0.1778506692
682	0.1777183785
683	0.1776751373
684	0.1772238626
685	0.1770748345
686	0.1770034681
687	0.1768655759
688	0.1767317539
689	0.1764730938
690	0.1763573881
691	0.17586305
692	0.1757087456
693	0.1756154171
694	0.1755471179
695	0.1754114434
696	0.1752314783
697	0.1750631685
698	0.1749021974
699	0.1745966277
700	0.1745756876
701	0.1744964722
702	0.1744730353
703	0.1743268838
704	0.1738256297
705	0.1737031508
706	0.173486481
707	0.1733340808
708	0.1732340702
709	0.1730046538
710	0.1728402511
711	0.1727330822
712	0.1724842961
713	0.172329489
714	0.17211881
715	0.1716320507
716	0.1715540664
717	0.1714257772
718	0.1713093404
719	0.170992015
720	0.1709159094
721	0.1707484882
722	0.1704904079
723	0.1704257226
724	0.1702011061
725	0.1701481008
726	0.1697007218
727	0.1695617187
728	0.1693298516
729	0.1692533556
730	0.1690068625
731	0.1687857124
732	0.1686644054
733	0.1686226342
734	0.1684316118
735	0.1681733047
736	0.1677161604
737	0.1675945026
738	0.1674570788
739	0.1671909988
740	0.1669985614
741	0.1664388311
742	0.1660339786
743	0.1658516465
744	0.1657261639
745	0.1657235691
746	0.1656673105
747	0.1655640494
748	0.1653457918
749	0.1652091595
750	0.165073566
751	0.164873826
752	0.16449281
753	0.1644635973
754	0.1643856792
755	0.1641328067
756	0.164056776
757	0.163996208
758	0.1638766831
759	0.1634796328
760	0.1632857631
761	0.163266613
762	0.163185169
763	0.1630117957
764	0.1629723548
765	0.1628763653
766	0.1624563489
767	0.1623361394
768	0.1623175335
769	0.1618830253
770	0.1616686544
771	0.1615028375
772	0.1612435294
773	0.1610860238
774	0.1609125701
775	0.1606788519
776	0.1605718101
777	0.1604483479
778	0.1603539351
779	0.1602550281
780	0.160246561
781	0.1599170344
782	0.1598299744
783	0.1597486842
784	0.1595674491
785	0.1594063678
786	0.1592636557
787	0.1589820616
788	0.1588154242
789	0.1585576601
790	0.1584509
791	0.1582778832
792	0.1581316563
793	0.158017093
794	0.1579225619
795	0.1578638575
796	0.1578000881
797	0.1575833413
798	0.1574414152
799	0.1573777223
800	0.157188544
801	0.157076402
802	0.1569379678
803	0.1568100641
804	0.1566526115
805	0.1565000979
806	0.15635253
807	0.1561682247
808	0.156103097
809	0.1560183386
810	0.1555967531
811	0.1555239447
812	0.155236958
813	0.1550809771
814	0.1550754919
815	0.1549464116
816	0.1547263335
817	0.1546699865
818	0.1546614662
819	0.1545064932
820	0.154472418
821	0.1543746066
822	0.1542510982
823	0.1540291927
824	0.1538412168
825	0.1537576331
826	0.1537394485
827	0.1536002416
828	0.1534225636
829	0.1532126459
830	0.1531795948
831	0.1530784241
832	0.15306136
833	0.1528558531
834	0.1527769481
835	0.1527719936
836	0.1527212614
837	0.1524826625
838	0.1521468402
839	0.1520301328
840	0.1519004618
841	0.1518904392
842	0.1517839711
843	0.1516373798
844	0.151475694
845	0.1513848879
846	0.1513324433
847	0.1511960981
848	0.1510692839
849	0.1508964755
850	0.150846676
851	0.1507912201
852	0.1505295244
853	0.1503403895
854	0.1502348581
855	0.150120392
856	0.1499465684
857	0.1499259123
858	0.1496978126
859	0.1495890349
860	0.1495412384
861	0.1493763571
862	0.1490670594
863	0.1489898363
864	0.148810331
865	0.1486984214
866	0.1486350401
867	0.1485083592
868	0.1481376981
869	0.1480124139
870	0.1477186586
871	0.147641685
872	0.1473974991
873	0.1473513323
874	0.1472586869
875	0.1469505591
876	0.1468486252
877	0.1467275488
878	0.1466870306
879	0.1464784112
880	0.1463878514
881	0.1461656124
882	0.1461225927
883	0.1459231892
884	0.1458964919
885	0.1456056627
886	0.1455208186
887	0.1453594382
888	0.1452506301
889	0.1451774527
890	0.1450397594
891	0.1449596485
892	0.1448787359
893	0.1447814549
894	0.1447771086
895	0.1447320709
896	0.1446327965
897	0.1444901326
898	0.1444402863
899	0.1442544586
900	0.1439614736
901	0.1439360285
902	0.143796183
903	0.1433632143
904	0.1432801831
905	0.1431242252
906	0.1430683437
907	0.1429928001
908	0.1429175675
909	0.1428608348
910	0.1427879843
911	0.1427137441
912	0.1426232381
913	0.1423224694
914	0.1422827115
915	0.1421404268
916	0.1420528166
917	0.1420181549
918	0.1419784957
919	0.1418967939
920	0.1416788102
921	0.1414693086
922	0.1411224596
923	0.141009102
924	0.1407193845
925	0.1405286002
926	0.1401741321
927	0.1400670859
928	0.1399712085
929	0.139878869
930	0.1398393414
931	0.1394890496
932	0.139042734
933	0.1387467424
934	0.1385726542
935	0.1383971741
936	0.1381909856
937	0.138125716
938	0.1380300704
939	0.1379806827
940	0.1377700019
941	0.1374927563
942	0.1372575832
943	0.1371025829
944	0.1370931243
945	0.1369273802
946	0.1368789463
947	0.1366113401
948	0.1365122368
949	0.136339534
950	0.1359762729
951	0.1359177201
952	0.1358779449
953	0.1358485594
954	0.1357744832
955	0.1357696571
956	0.1357669522
957	0.1356776522
958	0.1356486405
959	0.1354271656
960	0.1353125431
961	0.1352768329
962	0.1351033013
963	0.13509975
964	0.135034082
965	0.1349952394
966	0.1347798109
967	0.1346194497
968	0.1344712634
969	0.1343280882
970	0.1341686792
971	0.1339261767
972	0.1338592809
973	0.1336790549
974	0.1335623924
975	0.1333500783
976	0.1332846318
977	0.1331890372
978	0.1331580791
979	0.1331071214
980	0.1329563594
981	0.1328048381
982	0.1326840153
983	0.1324913679
984	0.1324171547
985	0.1321932071
986	0.1321316564
987	0.1321219135
988	0.1319337766
989	0.131817717
990	0.1315443781
991	0.1314854078
992	0.131160841
993	0.1310831966
994	0.1310757052
995	0.131072092
996	0.1309838514
997	0.1306830812
998	0.1305703369
999	0.1304179716
1000	0.1303171051
1001	0.130297194
1002	0.1302930174
1003	0.1300970844
1004	0.1300445386
1005	0.1299250673
1006	0.1298499273
1007	0.129764992
1008	0.1297090844
1009	0.1297012276
1010	0.1295661853
1011	0.1295328302
1012	0.129411044
1013	0.1293594018
1014	0.129194029
1015	0.1290707383
1016	0.1290167651
1017	0.1289482877
1018	0.1289139674
1019	0.1288570752
1020	0.1287023006
1021	0.1285077965
1022	0.1284311657
1023	0.1283848194
1024	0.1283837922
1025	0.1282076132
1026	0.1280416912
1027	0.127975599
1028	0.1279219305
1029	0.1279043793
1030	0.1276650586
1031	0.1276052934
1032	0.1275198225
1033	0.1272162326
1034	0.1270717918
1035	0.1269661531
1036	0.1269564809
1037	0.1268733929
1038	0.1268441209
1039	0.126843131
1040	0.126602766
1041	0.1264915198
1042	0.1264581638
1043	0.1263501822
1044	0.1262500489
1045	0.1262340288
1046	0.126225935
1047	0.126146893
1048	0.125990867
1049	0.1259728438
1050	0.1259307733
1051	0.1258188321
1052	0.1257043004
1053	0.1256113934
1054	0.1255296208
1055	0.1254684976
1056	0.125350182
1057	0.1253443164
1058	0.1252272175
1059	0.1251747244
1060	0.1250592645
1061	0.1248033666
1062	0.1247875817
1063	0.1247468816
1064	0.1247314269
1065	0.1244476586
1066	0.124168189
1067	0.1240774547
1068	0.1240614864
1069	0.1240272809
1070	0.1240125951
1071	0.1238928253
1072	0.1237218014
1073	0.1236126607
1074	0.1233367818
1075	0.1233263383
1076	0.1233194854
1077	0.1232715029
1078	0.1231344587
1079	0.1230699085
1080	0.1229772234
1081	0.1229574816
1082	0.1228158435
1083	0.1227243219
1084	0.1225879231
1085	0.1225269805
1086	0.1223843744
1087	0.1223194702
1088	0.1222623454
1089	0.1222490128
1090	0.122068101
1091	0.1219835579
1092	0.1219283928
1093	0.1218740379
1094	0.1218603681
1095	0.1217507147
1096	0.1216157395
1097	0.1213088015
1098	0.1211102682
1099	0.1209968481
1100	0.1209119095
1101	0.1208497096
1102	0.1207263253
1103	0.120703278
1104	0.1205515604
1105	0.1204382441
1106	0.1204344761
1107	0.1203039639
1108	0.1201563197
1109	0.1200077732
1110	0.1199249907
1111	0.1196201164
1112	0.1194466464
1113	0.1194458044
1114	0.119439786
1115	0.1192638866
1116	0.1192560757
1117	0.1192267728
1118	0.1190958964
1119	0.1190349136
1120	0.1188666354
1121	0.1186143488
1122	0.1184803993
1123	0.1184615544
1124	0.1184059681
1125	0.1183935502
1126	0.1183417464
1127	0.1180628418
1128	0.1179838231
1129	0.1179169806
1130	0.1177759884
1131	0.1176349028
1132	0.1174092796
1133	0.1173934419
1134	0.1171240692
1135	0.1169582351
1136	0.1167618717
1137	0.1167200006
1138	0.116674604
1139	0.1166385822
1140	0.1165984281
1141	0.1165131776
1142	0.1163307724
1143	0.1161534273
1144	0.1161524666
1145	0.1160874289
1146	0.1160017717
1147	0.1159381279
1148	0.1158062701
1149	0.1157935256
1150	0.1156532924
1151	0.1155286633
1152	0.1153882909
1153	0.1153462534
1154	0.1152799953
1155	0.1151388962
1156	0.1150137001
1157	0.1148866788
1158	0.1148858852
1159	0.1148066696
1160	0.1146810564
1161	0.1144539438
1162	0.1143237542
1163	0.1141994339
1164	0.1139847407
1165	0.1139085848
1166	0.1137614997
1167	0.1137071059
1168	0.1136686413
1169	0.1134481021
1170	0.1133043111
1171	0.113113726
1172	0.1130533687
1173	0.1129689902
1174	0.1128886603
1175	0.1127572021
1176	0.1126516353
1177	0.1124218996
1178	0.1123686504
1179	0.1122675673
1180	0.1122452143
1181	0.1122443832
1182	0.1121012296
1183	0.1120002314
1184	0.1119239644
1185	0.111912765
1186	0.111837504
1187	0.1117801977
1188	0.1117590857
1189	0.1116730039
1190	0.1116031463
1191	0.111562058
1192	0.111509185
1193	0.1114703499
1194	0.1114587239
1195	0.1114438769
1196	0.111421942
1197	0.1113452385
1198	0.111286542
1199	0.111189323
1200	0.1111087621
1201	0.1110274076
1202	0.1108901293
1203	0.1108229862
1204	0.1107234395
1205	0.1106779511
1206	0.1106040164
1207	0.1106002464
1208	0.110348867
1209	0.1102139402
1210	0.1101972022
1211	0.1100277385
1212	0.1099443325
1213	0.1098334528
1214	0.1097956745
1215	0.1095956099
1216	0.1094813793
1217	0.1094091832
1218	0.1093776925
1219	0.1092424645
1220	0.1091495913
1221	0.1090873578
1222	0.1090856925
1223	0.1090757645
1224	0.1089786473
1225	0.1088737021
1226	0.1088116967
1227	0.1087477877
1228	0.108625359
1229	0.1085160527
1230	0.1084491532
1231	0.1082444282
1232	0.1082006758
1233	0.1081488768
1234	0.1081067844
1235	0.1081010545
1236	0.1080939707
1237	0.1080437089
1238	0.1080420824
1239	0.1079506134
1240	0.1079187184
1241	0.1078698923
1242	0.1076987527
1243	0.1073553917
1244	0.1072843865
1245	0.1072051335
1246	0.1070324574
1247	0.1069062842
1248	0.106859585
1249	0.106706274
1250	0.1065277011
1251	0.106474946
1252	0.106202639
1253	0.10615361
1254	0.105968022
1255	0.1056361408
1256	0.1056242265
1257	0.105600772
1258	0.1055877125
1259	0.1055248756
1260	0.1053813209
1261	0.1053772834
1262	0.105372737
1263	0.1052471618
1264	0.1051871245
1265	0.1049998319
1266	0.1049376079
1267	0.1047956099
1268	0.1047757579
1269	0.1046412474
1270	0.1044635989
1271	0.1042978082
1272	0.1040096069
1273	0.1039797252
1274	0.1037986644
1275	0.1037519089
1276	0.103659827
1277	0.1035642454
1278	0.1033900769
1279	0.1032342037
1280	0.1030921954
1281	0.1028697406
1282	0.1027082656
1283	0.1026214272
1284	0.1025583141
1285	0.1024077287
1286	0.1023531785
1287	0.1023485768
1288	0.1023461301
1289	0.1023422841
1290	0.1023030192
1291	0.1021906027
1292	0.1020240638
1293	0.1018435799
1294	0.1018114948
1295	0.1017879147
1296	0.1016361596
1297	0.1016085821
1298	0.1015868431
1299	0.1015730593
1300	0.1015507704
1301	0.1013984267
1302	0.1012802057
1303	0.1011591745
1304	0.101124914
1305	0.1010260112
1306	0.1008838401
1307	0.1008124888
1308	0.1007806514
1309	0.100664125
1310	0.1005527908
1311	0.1003954393
1312	0.1003808305
1313	0.1001873513
1314	0.1001246053
1315	0.1000339215
1316	0.1000323624
1317	0.09998887243
1318	0.09985896144
1319	0.0998140427
1320	0.09968754438
1321	0.09948539943
1322	0.09944162925
1323	0.09943924625
1324	0.09928262133
1325	0.09923102903
1326	0.09919222361
1327	0.0991216055
1328	0.09911925406
1329	0.09907804873
1330	0.09905435609
1331	0.09896782334
1332	0.09889609823
1333	0.09882492804
1334	0.09880150162
1335	0.09869939303
1336	0.09859243069
1337	0.09858888655
1338	0.09848395642
1339	0.09847687319
1340	0.09821963003
1341	0.09820963642
1342	0.09820733025
1343	0.0981538714
1344	0.09809938425
1345	0.09803758891
1346	0.09791864996
1347	0.0978136475
1348	0.0977918682
1349	0.09778708665
1350	0.09765756884
1351	0.09757950755
1352	0.09746485668
1353	0.09735276259
1354	0.09713890324
1355	0.09702751666
1356	0.09689996159
1357	0.09681243418
1358	0.09668969004
1359	0.09663430281
1360	0.09659895762
1361	0.09659664841
1362	0.09651690158
1363	0.09646394285
1364	0.09626433089
1365	0.09626214365
1366	0.09609009359
1367	0.09596170201
1368	0.09586627004
1369	0.09582007586
1370	0.09564260663
1371	0.09555852192
1372	0.09551355613
1373	0.0955002049
1374	0.09547981233
1375	0.09534589593
1376	0.09520268176
1377	0.09520014913
1378	0.09519628867
1379	0.09517433546
1380	0.09517084219
1381	0.09504585211
1382	0.09503707883
1383	0.09496462676
1384	0.09491900026
1385	0.09482325722
1386	0.09478821929
1387	0.09475340827
1388	0.09466351938
1389	0.09459602948
1390	0.09454354527
1391	0.09454103204
1392	0.09449900013
1393	0.09446318372
1394	0.09438990614
1395	0.09437721072
1396	0.09422403555
1397	0.09408643549
1398	0.09401177631
1399	0.09394580152
1400	0.0938237815
1401	0.09376708281
1402	0.09373004221
1403	0.09372790235
1404	0.09358584734
1405	0.09358491482
1406	0.09358422522
1407	0.09354140807
1408	0.09351887254
1409	0.09345257709
1410	0.09342731499
1411	0.09325821671
1412	0.09325395748
1413	0.09315531529
1414	0.09308438204
1415	0.09305901121
1416	0.09300876876
1417	0.09298665
1418	0.09286833427
1419	0.0928553605
1420	0.09275932333
1421	0.09267798362
1422	0.09262213884
1423	0.0925918059
1424	0.09249262478
1425	0.0924867844
1426	0.09240544918
1427	0.09228979838
1428	0.09228103254
1429	0.09220868937
1430	0.09208954859
1431	0.09193654822
1432	0.09191554538
1433	0.09191273111
1434	0.09185140702
1435	0.09181127061
1436	0.09172762251
1437	0.09164978658
1438	0.0915212974
1439	0.09139257928
1440	0.09134721017
1441	0.09132951148
1442	0.09118727167
1443	0.0911561935
1444	0.09112978379
1445	0.09104283753
1446	0.09089541966
1447	0.09088580974
1448	0.09088031062
1449	0.09084746045
1450	0.09071650324
1451	0.09045500957
1452	0.09037244052
1453	0.0903443134
1454	0.09022630901
1455	0.09022289363
1456	0.09015639061
1457	0.09014615741
1458	0.09014285539
1459	0.09010083906
1460	0.08997835811
1461	0.08996961541
1462	0.08981501112
1463	0.0897832912
1464	0.08972485537
1465	0.0896332699
1466	0.08960108764
1467	0.0893761134
1468	0.08926504645
1469	0.08925095411
1470	0.0891856298
1471	0.08915257304
1472	0.08901691664
1473	0.08888844281
1474	0.08877139333
1475	0.0887418765
1476	0.08870011566
1477	0.08864419674
1478	0.08861836576
1479	0.08855100485
1480	0.08851794963
1481	0.08843561772
1482	0.08836719845
1483	0.08824779197
1484	0.08809519687
1485	0.08793275705
1486	0.08789114033
1487	0.08778992895
1488	0.08775217356
1489	0.08767311914
1490	0.08754741964
1491	0.08732757097
1492	0.08724936663
1493	0.0872432566
1494	0.08723527271
1495	0.08720157199
1496	0.08714217503
1497	0.08703720239
1498	0.08694486167
1499	0.08685634572
1500	0.08678754284
1501	0.08674404943
1502	0.08665572092
1503	0.08659863019
1504	0.08657426735
1505	0.08653717629
1506	0.08652514824
1507	0.08642750178
1508	0.08635335921
1509	0.08632918612
1510	0.08632673115
